"Source:","/home/scottberman/Documents/Projects/dev/git/971-electrical/circuit-boards/connector_boards/CAN_Terminator/CAN_terminator.kicad_sch"
"Date:","Sun Jan 28 16:07:54 2024"
"Tool:","Eeschema 7.0.10-7.0.10~ubuntu22.04.1"
"Generator:","/usr/share/kicad/plugins/bom_csv_grouped_by_value.py"
"Component Count:","2"

"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","DNP","DIST","DIST P/N","MFG","MFG P/N"
"1","1","J1","2 pin molex sl right angle","Connector_Generic:Conn_01x02","CAN_terminator:70555-0036","Components/Molex-705550001_sd.pdf","","Digikey","WM4175-ND","Molex","70555-0036"
"2","1","R1","120 ohm","Device:R_US","Resistor_SMD:R_0805_2012Metric","~","","Digikey","311-120CRCT-ND","YAGEO","RC0805FR-07120RL"
