Item, Qty, Reference(s), Value, DIST, DIST P/N, LINK, Link, MFG, MFG P/N, 
"1","5","D1,D2,D3,D4,D5","QTLP651C4TR","DIGIKEY","QTLP651C4TR","https://www.digikey.com/en/products/detail/everlight-electronics-co-ltd/QTLP651C4TR/2691391","","Everlight Electronics Co Ltd","QTLP651C4TR"
"2","5","F1,F2,F3,F4,F5","PolyFuse","DIGIKEY","36-3568-ND","https://www.digikey.com/en/products/detail/keystone-electronics/3568/2137306","","Keystone Electronics","3568"
"3","1","J1","2606-1102","DIGIKEY","2946-2606-1102-ND","https://www.digikey.com/en/products/detail/wago-corporation/2606-1102/15575098","https://www.digikey.com/en/products/detail/wago-corporation/2606-1102/15575098","WAGO","2606-1102"
"4","1","J2","2604-1110","DIGIKEY","2946-2604-1110-ND","https://www.digikey.com/en/products/detail/wago-corporation/2604-1110/15551292","","WAGO","2604-1110"
"5","5","R1,R2,R3,R4,R5","1k","DIGIKEY","RMCF1206FT1K00","https://www.digikey.com/en/products/detail/stackpole-electronics-inc/RMCF1206FT1K00/1759616","","Stackpole Electronics Inc","RMCF1206FT1K00"
